ticket_id,customer_id,timestamp,product,plan,region,customer_tenure_months,customer_age_group,ticket_channel,complaint_text,complaint_category,sub_category,sentiment,sentiment_score,urgency,priority,previous_ticket_count,same_issue_count,previous_resolution_time_hours,current_resolution_time_hours,agent_id,resolution_status,resolution_text,customer_satisfaction,refund_requested,refund_amount,service_downtime_minutes,usage_drop_percent,payment_failure_count,competitor_mentioned,churn_risk,churned,root_cause,root_cause_confidence,date,month,week,order_id,payment_id,refund_id,order_amount,order_status,payment_status,refund_status,refund_amount_synthetic,transaction_date,refund_requested_date
T09934,C10369,2026-02-09 18:37:00,Streaming,Standard,Mumbai,38,45-54,Social Media,Login fails after entering the correct credentials,Login,Login,Negative,-0.23,Low,P3,1,1,19,24,AG104,Resolved,Investigated login issue; password reset service failure identified and corrective action applied.,4.2,False,0.0,27,11.1,0,False,Low,No,Password reset service failure,0.82,2026-02-09,2026-02,7,ORD-101251,PAY-201251,REF-301251,6349.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T06391,C10803,2026-02-09 18:44:00,Internet,Basic,Kolkata,43,55+,Chat,Internet disconnects repeatedly,Connectivity,Connectivity,Negative,-0.74,Medium,P2,2,2,7,7,AG109,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,5.0,False,0.0,239,9.6,2,False,Medium,No,Network congestion,0.79,2026-02-09,2026-02,7,ORD-101252,PAY-201252,REF-301252,1387.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07323,C11259,2026-02-09 19:43:00,Internet,Premium,Bengaluru,23,25-34,Social Media,I was charged the wrong amount,Billing,Billing,Negative,-0.67,Low,P3,3,1,8,9,AG111,Resolved,Investigated billing issue; pricing configuration error identified and corrective action applied.,3.7,False,0.0,21,0.0,5,False,Low,No,Pricing configuration error,0.91,2026-02-09,2026-02,7,ORD-101253,PAY-201253,REF-301253,11966.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07586,C10681,2026-02-09 21:18:00,Internet,Basic,Lucknow,18,45-54,Social Media,Router keeps restarting,Router,Router,Negative,-0.93,Medium,P2,3,3,11,8,AG121,Resolved,Investigated router issue; router firmware bug identified and corrective action applied.,4.5,False,0.0,12,13.8,0,False,Medium,No,Router firmware bug,0.79,2026-02-09,2026-02,7,ORD-101254,PAY-201254,REF-301254,9852.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T08524,C10792,2026-02-09 21:43:00,Credit Card,Premium,Pune,13,55+,Email,Payment keeps failing even though my bank account has sufficient balance,Payment,Payment,Negative,-0.61,High,P1,1,0,16,17,AG115,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.7,False,0.0,22,0.0,5,False,Low,No,Payment gateway timeout,0.93,2026-02-09,2026-02,7,ORD-101255,PAY-201255,REF-301255,1545.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08892,C10921,2026-02-09 21:54:00,E-commerce,Basic,Lucknow,54,35-44,Social Media,My order has not arrived,Delivery,Delivery,Negative,-0.44,High,P1,8,2,22,32,AG102,Resolved,Investigated delivery issue; courier capacity issue identified and corrective action applied.,5.0,False,0.0,29,0.0,2,True,Medium,No,Courier capacity issue,0.82,2026-02-09,2026-02,7,ORD-101256,PAY-201256,REF-301256,3561.0,DELIVERED,FAILED,NOT_REQUESTED,0.0,,
T03027,C11303,2026-02-09 22:07:00,Mobile App,Basic,Mumbai,17,35-44,Phone,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.43,Low,P3,6,0,4,5,AG102,Resolved,Investigated payment issue; duplicate transaction processing identified and corrective action applied.,3.9,False,0.0,14,28.2,5,False,Low,No,Duplicate transaction processing,0.96,2026-02-09,2026-02,7,ORD-101257,PAY-201257,REF-301257,8464.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02024,C10334,2026-02-09 23:11:00,Credit Card,Standard,Kolkata,47,25-34,Phone,Payment is stuck and has not been completed,Payment,Payment,Negative,-0.58,Medium,P2,8,3,9,10,AG101,Resolved,Investigated payment issue; payment gateway timeout identified and corrective action applied.,4.0,False,0.0,9,43.6,2,True,Medium,No,Payment gateway timeout,0.86,2026-02-09,2026-02,7,ORD-101258,PAY-201258,REF-301258,8243.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07695,C11388,2026-02-09 23:25:00,E-commerce,Premium,Mumbai,15,45-54,App,I received the wrong product,Product Quality,Product Quality,Negative,-0.24,Medium,P2,5,2,2,2,AG113,Resolved,Investigated product quality issue; warehouse handling damage identified and corrective action applied.,3.3,False,0.0,22,0.0,2,False,Low,No,Warehouse handling damage,0.81,2026-02-09,2026-02,7,ORD-101259,PAY-201259,REF-301259,12090.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08489,C10432,2026-02-10 00:13:00,Mobile App,Enterprise,Hyderabad,46,18-24,App,My refund has not arrived yet,Refund,Refund,Negative,-0.67,Medium,P2,7,4,11,11,AG109,Resolved,Investigated refund issue; refund processing queue backlog identified and corrective action applied.,4.9,False,0.0,4,24.1,1,True,Medium,No,Refund processing queue backlog,0.85,2026-02-10,2026-02,7,ORD-101260,PAY-201260,REF-301260,4210.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T05084,C10317,2026-02-10 00:45:00,Streaming,Premium,Mumbai,38,45-54,Social Media,I was charged after cancelling my subscription,Billing,Billing,Negative,-0.77,Low,P3,3,1,23,24,AG123,Resolved,Investigated billing issue; billing calculation bug identified and corrective action applied.,4.5,False,0.0,8,0.0,5,False,Low,No,Billing calculation bug,0.89,2026-02-10,2026-02,7,ORD-101261,PAY-201261,REF-301261,13893.0,CANCELLED,FAILED,NOT_REQUESTED,0.0,,
T07079,C10861,2026-02-10 01:33:00,Mobile App,Premium,Pune,33,25-34,Chat,My password reset link is not working,Login,Login,Negative,-0.77,Medium,P2,5,2,4,5,AG124,Pending Customer,Case escalated for further investigation; suspected cause: session management bug.,2.7,False,0.0,20,32.1,0,False,High,No,Session management bug,0.89,2026-02-10,2026-02,7,ORD-101262,PAY-201262,REF-301262,6833.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T02572,C11236,2026-02-10 02:14:00,E-commerce,Standard,Hyderabad,20,18-24,App,I received the wrong product,Product Quality,Product Quality,Negative,-0.52,Medium,P2,4,4,19,18,AG122,Resolved,Investigated product quality issue; supplier quality issue identified and corrective action applied.,3.9,False,0.0,13,12.1,2,False,Low,No,Supplier quality issue,0.76,2026-02-10,2026-02,7,ORD-101263,PAY-201263,REF-301263,12391.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02396,C11681,2026-02-10 02:46:00,Credit Card,Standard,Mumbai,32,35-44,Phone,A valid transaction was unexpectedly declined,Transaction,Transaction,Neutral,-0.18,Medium,P2,1,0,5,4,AG110,Escalated,Case escalated for further investigation; suspected cause: payment processor issue.,1.0,False,0.0,9,15.2,1,False,Medium,No,Payment processor issue,0.84,2026-02-10,2026-02,7,ORD-101264,PAY-201264,REF-301264,3803.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03009,C10168,2026-02-10 03:50:00,Streaming,Basic,Jaipur,28,18-24,Chat,My monthly bill is higher than expected,Billing,Billing,Negative,-0.58,Medium,P2,9,5,15,15,AG112,Resolved,Investigated billing issue; pricing configuration error identified and corrective action applied.,5.0,True,23905.6,13,3.4,6,False,Medium,No,Pricing configuration error,0.8,2026-02-10,2026-02,7,ORD-101265,PAY-201265,REF-301265,23905.6,COMPLETED,FAILED,COMPLETED,23905.6,,
T07050,C11200,2026-02-10 04:04:00,Credit Card,Enterprise,Delhi NCR,64,18-24,Social Media,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.75,Medium,P2,9,2,41,30,AG117,Resolved,Investigated payment issue; bank api failure identified and corrective action applied.,3.3,True,12198.29,19,11.3,6,False,Medium,No,Bank API failure,0.97,2026-02-10,2026-02,7,ORD-101266,PAY-201266,REF-301266,12198.29,COMPLETED,FAILED,COMPLETED,12198.29,,
T03320,C10305,2026-02-10 04:17:00,Streaming,Premium,Lucknow,27,18-24,Chat,The content I want is suddenly unavailable,Content,Content,Negative,-0.63,High,P1,1,1,9,10,AG104,Resolved,Investigated content issue; catalog synchronization issue identified and corrective action applied.,3.3,False,0.0,4,4.3,1,False,Low,No,Catalog synchronization issue,0.92,2026-02-10,2026-02,7,ORD-101267,PAY-201267,REF-301267,5778.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06759,C10368,2026-02-10 05:00:00,Streaming,Enterprise,Chennai,35,25-34,App,I was charged the wrong amount,Billing,Billing,Negative,-0.28,Critical,P0,6,3,15,21,AG116,Resolved,Investigated billing issue; billing calculation bug identified and corrective action applied.,3.0,True,433.35,23,8.7,2,False,Medium,No,Billing calculation bug,0.81,2026-02-10,2026-02,7,ORD-101268,PAY-201268,REF-301268,433.35,COMPLETED,FAILED,COMPLETED,433.35,,
T04553,C10534,2026-02-10 05:29:00,Mobile App,Basic,Chennai,64,45-54,Phone,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.62,Medium,P2,8,2,33,33,AG119,Resolved,Investigated payment issue; gateway latency identified and corrective action applied.,1.8,True,9369.18,8,25.4,3,False,Medium,No,Gateway latency,0.93,2026-02-10,2026-02,7,ORD-101269,PAY-201269,REF-301269,9369.18,COMPLETED,FAILED,COMPLETED,9369.18,,
T04225,C11113,2026-02-10 06:18:00,Mobile App,Enterprise,Chennai,22,45-54,Phone,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.32,Low,P3,7,4,47,34,AG107,Resolved,Investigated payment issue; bank api failure identified and corrective action applied.,4.4,True,14414.04,10,29.8,3,True,Medium,No,Bank API failure,0.89,2026-02-10,2026-02,7,ORD-101270,PAY-201270,REF-301270,14414.04,COMPLETED,FAILED,COMPLETED,14414.04,,
T08162,C10973,2026-02-10 06:23:00,E-commerce,Premium,Hyderabad,36,55+,Social Media,The refund was marked complete but money is not in my account,Refund,Refund,Neutral,0.05,Low,P3,8,1,8,6,AG102,Resolved,Investigated refund issue; refund api delay identified and corrective action applied.,4.0,True,18257.55,28,0.0,1,False,Low,No,Refund API delay,0.88,2026-02-10,2026-02,7,ORD-101271,PAY-201271,REF-301271,18257.55,COMPLETED,FAILED,COMPLETED,18257.55,,
T07775,C10106,2026-02-10 06:36:00,Credit Card,Standard,Jaipur,44,25-34,Phone,My card limit was reduced unexpectedly,Limit,Limit,Negative,-0.41,High,P1,3,3,10,12,AG124,Resolved,Investigated limit issue; account verification issue identified and corrective action applied.,3.6,False,0.0,13,11.8,1,True,Medium,No,Account verification issue,0.89,2026-02-10,2026-02,7,ORD-101272,PAY-201272,REF-301272,13993.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08784,C11384,2026-02-10 07:59:00,Streaming,Basic,Kolkata,36,35-44,Social Media,I was charged after cancelling my subscription,Billing,Billing,Negative,-0.28,Medium,P2,3,2,19,21,AG122,Resolved,Investigated billing issue; duplicate billing event identified and corrective action applied.,2.9,True,5842.54,12,9.7,6,False,Low,No,Duplicate billing event,0.82,2026-02-10,2026-02,7,ORD-101273,PAY-201273,REF-301273,5842.54,CANCELLED,FAILED,COMPLETED,5842.54,,
T09090,C11122,2026-02-10 08:20:00,Internet,Premium,Lucknow,66,25-34,Social Media,My monthly bill is higher than expected,Billing,Billing,Negative,-0.46,Medium,P2,5,0,17,21,AG113,Resolved,Investigated billing issue; billing calculation bug identified and corrective action applied.,3.7,True,8000.03,8,5.2,5,False,Low,No,Billing calculation bug,0.94,2026-02-10,2026-02,7,ORD-101274,PAY-201274,REF-301274,8000.03,COMPLETED,FAILED,COMPLETED,8000.03,,
T09483,C11457,2026-02-10 11:05:00,Credit Card,Basic,Chennai,12,25-34,App,I was charged twice for the same transaction,Payment,Payment,Negative,-0.6,Medium,P2,0,0,6,10,AG110,Resolved,Investigated payment issue; bank api failure identified and corrective action applied.,3.3,True,9757.54,19,17.2,2,False,Low,No,Bank API failure,0.77,2026-02-10,2026-02,7,ORD-101275,PAY-201275,REF-301275,9757.54,COMPLETED,FAILED,COMPLETED,9757.54,,
T06756,C11300,2026-02-10 11:36:00,E-commerce,Enterprise,Chennai,53,18-24,Phone,The product quality is different from what was advertised,Product Quality,Product Quality,Negative,-0.59,Low,P3,9,3,16,16,AG119,Resolved,Investigated product quality issue; warehouse handling damage identified and corrective action applied.,5.0,False,0.0,5,22.7,0,False,Medium,No,Warehouse handling damage,0.81,2026-02-10,2026-02,7,ORD-101276,PAY-201276,REF-301276,9957.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T09761,C11209,2026-02-10 12:46:00,E-commerce,Enterprise,Hyderabad,1,55+,Chat,I received the wrong product,Product Quality,Product Quality,Negative,-0.46,High,P1,5,0,9,7,AG122,Resolved,Investigated product quality issue; warehouse handling damage identified and corrective action applied.,4.4,False,0.0,5,22.6,2,False,Low,No,Warehouse handling damage,0.76,2026-02-10,2026-02,7,ORD-101277,PAY-201277,REF-301277,11673.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02637,C10995,2026-02-10 13:11:00,Mobile App,Standard,Bengaluru,36,55+,Email,OTP arrives too late and expires,OTP,OTP,Negative,-0.62,Medium,P2,1,0,18,14,AG124,Resolved,Investigated otp issue; authentication api failure identified and corrective action applied.,4.3,False,0.0,10,14.8,1,False,Low,No,Authentication API failure,0.84,2026-02-10,2026-02,7,ORD-101278,PAY-201278,REF-301278,418.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T05725,C11698,2026-02-10 13:59:00,Internet,Standard,Jaipur,6,45-54,Phone,I am not getting the advertised internet speed,Speed,Speed,Negative,-0.35,Medium,P2,8,0,5,6,AG116,Resolved,Investigated speed issue; peak-hour network congestion identified and corrective action applied.,3.2,False,0.0,0,15.4,1,False,Low,No,Peak-hour network congestion,0.9,2026-02-10,2026-02,7,ORD-101279,PAY-201279,REF-301279,13022.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03097,C11126,2026-02-10 14:55:00,Streaming,Standard,Jaipur,4,55+,Email,A previously available show has disappeared,Content,Content,Negative,-0.65,Low,P3,2,1,11,11,AG113,Resolved,Investigated content issue; content licensing expiration identified and corrective action applied.,3.7,False,0.0,5,0.0,2,False,Low,No,Content licensing expiration,0.78,2026-02-10,2026-02,7,ORD-101280,PAY-201280,REF-301280,11175.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T03659,C10651,2026-02-10 14:56:00,E-commerce,Premium,Mumbai,48,55+,Chat,My order was cancelled without my approval,Order Cancellation,Order Cancellation,Negative,-0.6,Low,P3,1,1,5,8,AG123,Resolved,Investigated order cancellation issue; inventory synchronization bug identified and corrective action applied.,4.5,True,1101.89,23,3.4,1,False,Low,No,Inventory synchronization bug,0.78,2026-02-10,2026-02,7,ORD-101281,PAY-201281,REF-301281,1101.89,CANCELLED,FAILED,COMPLETED,1101.89,,
T08165,C11625,2026-02-10 15:07:00,Credit Card,Enterprise,Jaipur,47,35-44,Social Media,Card payment failed at several stores,Transaction,Transaction,Negative,-0.39,High,P1,7,3,7,8,AG123,Resolved,Investigated transaction issue; bank issuer decline identified and corrective action applied.,5.0,False,0.0,3,20.2,5,False,Medium,No,Bank issuer decline,0.84,2026-02-10,2026-02,7,ORD-101282,PAY-201282,REF-301282,6082.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T07865,C10458,2026-02-10 15:10:00,Internet,Standard,Ahmedabad,65,55+,Chat,The connection has become unstable since yesterday,Connectivity,Connectivity,Negative,-0.73,Medium,P2,6,0,8,8,AG122,Resolved,Investigated connectivity issue; network congestion identified and corrective action applied.,4.9,False,0.0,661,13.0,1,False,Medium,No,Network congestion,0.77,2026-02-10,2026-02,7,ORD-101283,PAY-201283,REF-301283,12072.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06224,C10286,2026-02-10 15:13:00,E-commerce,Standard,Chennai,57,25-34,Social Media,The order was cancelled after payment was completed,Order Cancellation,Order Cancellation,Negative,-0.7,Low,P3,1,1,17,15,AG116,Resolved,Investigated order cancellation issue; payment-order reconciliation failure identified and corrective action applied.,4.9,True,19352.62,22,9.8,0,False,Low,No,Payment-order reconciliation failure,0.81,2026-02-10,2026-02,7,ORD-101284,PAY-201284,REF-301284,19352.62,CANCELLED,SUCCESS,COMPLETED,19352.62,,
T06740,C11242,2026-02-10 15:35:00,E-commerce,Standard,Chennai,62,18-24,App,Refund status has been pending for several days,Refund,Refund,Negative,-0.86,Medium,P2,4,1,4,3,AG103,Resolved,Investigated refund issue; refund processing queue backlog identified and corrective action applied.,2.9,False,0.0,30,24.9,2,False,Medium,No,Refund processing queue backlog,0.92,2026-02-10,2026-02,7,ORD-101285,PAY-201285,REF-301285,1018.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T04946,C10698,2026-02-10 16:14:00,E-commerce,Premium,Ahmedabad,19,35-44,Email,The refund was marked complete but money is not in my account,Refund,Refund,Negative,-0.43,Medium,P2,6,0,9,12,AG114,Resolved,Investigated refund issue; refund processing queue backlog identified and corrective action applied.,4.1,True,2257.19,4,0.0,0,False,Low,No,Refund processing queue backlog,0.85,2026-02-10,2026-02,7,ORD-101286,PAY-201286,REF-301286,2257.19,COMPLETED,SUCCESS,PENDING,2257.19,,
T06424,C11759,2026-02-10 18:33:00,Credit Card,Basic,Hyderabad,9,35-44,Social Media,Money was deducted but the transaction failed,Payment,Payment,Negative,-0.7,Medium,P2,8,3,19,14,AG113,Resolved,Investigated payment issue; duplicate transaction processing identified and corrective action applied.,3.4,True,16265.04,15,15.5,3,False,Medium,No,Duplicate transaction processing,0.83,2026-02-10,2026-02,7,ORD-101287,PAY-201287,REF-301287,16265.04,COMPLETED,FAILED,PENDING,16265.04,,
T02848,C10964,2026-02-10 18:52:00,Streaming,Standard,Ahmedabad,33,35-44,Phone,I cannot log into my account,Login,Login,Negative,-0.4,Medium,P2,4,2,14,10,AG108,Resolved,Investigated login issue; password reset service failure identified and corrective action applied.,2.8,False,0.0,28,16.9,0,False,Low,No,Password reset service failure,0.83,2026-02-10,2026-02,7,ORD-101288,PAY-201288,REF-301288,1797.0,COMPLETED,SUCCESS,NOT_REQUESTED,0.0,,
T05830,C10634,2026-02-10 19:26:00,Streaming,Premium,Kolkata,47,18-24,Chat,The video stops playing after a few minutes,Playback,Playback,Negative,-0.47,Low,P3,1,0,5,8,AG120,Resolved,Investigated playback issue; streaming server overload identified and corrective action applied.,4.4,False,0.0,611,0.0,2,False,Low,No,Streaming server overload,0.98,2026-02-10,2026-02,7,ORD-101289,PAY-201289,REF-301289,9441.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T02389,C11093,2026-02-10 20:02:00,Streaming,Enterprise,Bengaluru,20,18-24,App,I was charged but premium features are locked,Subscription,Subscription,Negative,-0.41,Medium,P2,9,4,12,13,AG119,Resolved,Investigated subscription issue; payment-subscription sync failure identified and corrective action applied.,3.6,False,0.0,3,36.1,2,False,Medium,No,Payment-subscription sync failure,0.97,2026-02-10,2026-02,7,ORD-101290,PAY-201290,REF-301290,3733.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T06295,C10024,2026-02-10 20:59:00,Internet,Enterprise,Mumbai,40,45-54,Chat,I am not getting the advertised internet speed,Speed,Speed,Negative,-0.48,High,P1,2,1,5,5,AG122,Resolved,Investigated speed issue; capacity shortage identified and corrective action applied.,4.6,False,0.0,16,2.9,1,True,Low,No,Capacity shortage,0.91,2026-02-10,2026-02,7,ORD-101291,PAY-201291,REF-301291,12914.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08200,C10684,2026-02-10 21:27:00,Credit Card,Standard,Lucknow,67,45-54,Chat,Refund status has been pending for several days,Refund,Refund,Negative,-0.98,Critical,P0,5,5,26,21,AG103,Resolved,Investigated refund issue; refund api delay identified and corrective action applied.,3.1,False,0.0,4,17.3,1,True,Medium,No,Refund API delay,0.96,2026-02-10,2026-02,7,ORD-101292,PAY-201292,REF-301292,6822.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
T08769,C11692,2026-02-10 22:03:00,Streaming,Standard,Lucknow,15,35-44,Chat,The video stops playing after a few minutes,Playback,Playback,Negative,-1.0,High,P1,2,1,8,8,AG100,Resolved,Investigated playback issue; streaming server overload identified and corrective action applied.,4.0,False,0.0,524,0.0,2,False,Low,No,Streaming server overload,0.86,2026-02-10,2026-02,7,ORD-101293,PAY-201293,REF-301293,365.0,COMPLETED,FAILED,NOT_REQUESTED,0.0,,
